,type_of_company,company_name,company_url
1944,Logistics companies,Gateway Distri,https://www.screener.in/company/GATEWAY
1945,Logistics companies,Sindhu Trade,https://www.screener.in/company/SINDHUTRAD
1946,Logistics companies,Mahindra Logis.,https://www.screener.in/company/MAHLOG
1947,Logistics companies,Rel. Indl. Infra,https://www.screener.in/company/RIIL
1948,Logistics companies,Lancer Containe.,https://www.screener.in/company/539841
1949,Logistics companies,Sical Logistics,https://www.screener.in/company/SICALLOG
1950,Logistics companies,Allcargo Gati,https://www.screener.in/company/ACLGATI
1951,Logistics companies,Navkar Corporat.,https://www.screener.in/company/NAVKARCORP
1952,Logistics companies,JITF Infra Logis,https://www.screener.in/company/JITFINFRA
1953,Logistics companies,TransIndia Real,https://www.screener.in/company/TREL
1954,Logistics companies,Snowman Logistic,https://www.screener.in/company/SNOWMAN
1955,Logistics companies,Tiger Logistics,https://www.screener.in/company/536264
1956,Logistics companies,Ritco Logistics,https://www.screener.in/company/RITCO
1957,Logistics companies,AVG Logistics,https://www.screener.in/company/AVG
1958,Logistics companies,Shreeji Translog,https://www.screener.in/company/540738
1959,Logistics companies,Zeal Global Serv,https://www.screener.in/company/ZEAL
1960,Logistics companies,North Eastn.Car.,https://www.screener.in/company/NECCLTD
1961,Logistics companies,Tara Chand Infra,https://www.screener.in/company/TARACHAND
1962,Logistics companies,Shree Vasu Logis,https://www.screener.in/company/SVLL
1963,Logistics companies,S J Logistics (I,https://www.screener.in/company/SJLOGISTIC
1964,Logistics companies,Arshiya,https://www.screener.in/company/ARSHIYA
1965,Logistics companies,Aspinwall & Co,https://www.screener.in/company/ASPINWALL
1966,Logistics companies,DJ Mediaprint,https://www.screener.in/company/DJML
1967,Logistics companies,Accuracy Shippi.,https://www.screener.in/company/ACCURACY
1968,Logistics companies,Flomic Global,https://www.screener.in/company/504380
1969,Logistics companies,Globe Intl. Car.,https://www.screener.in/company/GICL
1970,Logistics companies,Patel Integrated,https://www.screener.in/company/PATINTLOG
1971,Logistics companies,Sanco Trans,https://www.screener.in/company/523116
1972,Logistics companies,East West Holdin,https://www.screener.in/company/540006
1973,Logistics companies,Chart.Logistics,https://www.screener.in/company/531977
1974,Logistics companies,ABC India,https://www.screener.in/company/520123
1975,Logistics companies,Committed Cargo,https://www.screener.in/company/COMMITTED
1976,Logistics companies,Timescan Logist.,https://www.screener.in/company/TIMESCAN
1977,Logistics companies,Future Supply,https://www.screener.in/company/FSC
1978,Logistics companies,Marinetrans Indi,https://www.screener.in/company/MARINETRAN
1979,Logistics companies,Cargosol Logist.,https://www.screener.in/company/543621
1980,Logistics companies,Balurghat Tech,https://www.screener.in/company/520127
1981,Logistics companies,Cargotrans Marit,https://www.screener.in/company/543618
1982,Logistics companies,OneClick Logisti,https://www.screener.in/company/OLIL
1983,Logistics companies,Sahara,https://www.screener.in/company/544056
1984,Logistics companies,Inter State Oil,https://www.screener.in/company/530259
1985,Logistics companies,Coastal Roadways,https://www.screener.in/company/520131
1986,Logistics companies,Transvoy Logist.,https://www.screener.in/company/543754
1987,Logistics companies,Amiable Logistic,https://www.screener.in/company/AMIABLE
1988,Logistics companies,Jalan Transol.,https://www.screener.in/company/JALAN
1989,Logistics companies,Containerway Int,https://www.screener.in/company/540597
1990,Logistics companies,Rajas. Petro Syn,https://www.screener.in/company/506975
1991,Logistics companies,Corporate Courie,https://www.screener.in/company/526737
1992,Logistics companies,Autoriders Intl.,https://www.screener.in/company/512277
1993,Logistics companies,Transvoy Logist.,https://www.screener.in/company/543754
1994,Logistics companies,Amiable Logistic,https://www.screener.in/company/AMIABLE
1995,Logistics companies,Jalan Transol.,https://www.screener.in/company/JALAN
1996,Logistics companies,Containerway Int,https://www.screener.in/company/540597
1997,Logistics companies,Rajas. Petro Syn,https://www.screener.in/company/506975
1998,Logistics companies,Corporate Courie,https://www.screener.in/company/526737
1999,Logistics companies,Autoriders Intl.,https://www.screener.in/company/512277
2000,Marine Port & Services companies,Adani Ports,https://www.screener.in/company/ADANIPORTS
2001,Marine Port & Services companies,JSW Infrast,https://www.screener.in/company/JSWINFRA
2002,Marine Port & Services companies,Guj Pipavav Port,https://www.screener.in/company/GPPL
2003,Media - Print/Television/Radio companies,Netwrk.18 Media,https://www.screener.in/company/NETWORK18
2004,Media - Print/Television/Radio companies,D B Corp,https://www.screener.in/company/DBCORP
2005,Media - Print/Television/Radio companies,Jagran Prakashan,https://www.screener.in/company/JAGRAN
2006,Media - Print/Television/Radio companies,NDTV,https://www.screener.in/company/NDTV
2007,Media - Print/Television/Radio companies,T.V. Today Netw.,https://www.screener.in/company/TVTODAY
2008,Media - Print/Television/Radio companies,Sandesh,https://www.screener.in/company/SANDESH
2009,Media - Print/Television/Radio companies,Bright Outdoor,https://www.screener.in/company/543831
2010,Media - Print/Television/Radio companies,Hindustan Media,https://www.screener.in/company/HMVL
2011,Media - Print/Television/Radio companies,H T Media,https://www.screener.in/company/HTMEDIA
2012,Media - Print/Television/Radio companies,UFO Moviez,https://www.screener.in/company/UFO
2013,Media - Print/Television/Radio companies,Graphisads,https://www.screener.in/company/GRAPHISAD
2014,Media - Print/Television/Radio companies,Sambhaav Media,https://www.screener.in/company/SAMBHAAV
2015,Media - Print/Television/Radio companies,Diligent Media,https://www.screener.in/company/DNAMEDIA
2016,Media - Print/Television/Radio companies,Madhya Prad. Tod,https://www.screener.in/company/MPTODAY
2017,Media - Print/Television/Radio companies,Perfect-Octave,https://www.screener.in/company/521062
2018,Media - Print/Television/Radio companies,SAB Events,https://www.screener.in/company/SABEVENTS
2019,Media - Print/Television/Radio companies,Esha Media,https://www.screener.in/company/531259
2020,Mining & Mineral products companies,Coal India,https://www.screener.in/company/COALINDIA
2021,Mining & Mineral products companies,Vedanta,https://www.screener.in/company/VEDL
2022,Mining & Mineral products companies,NMDC,https://www.screener.in/company/NMDC
2023,Mining & Mineral products companies,Lloyds Metals,https://www.screener.in/company/LLOYDSME
2024,Mining & Mineral products companies,KIOCL,https://www.screener.in/company/KIOCL
2025,Mining & Mineral products companies,G M D C,https://www.screener.in/company/GMDCLTD
2026,Mining & Mineral products companies,Sandur Manganese,https://www.screener.in/company/SANDUMA
2027,Mining & Mineral products companies,MOIL,https://www.screener.in/company/MOIL
2028,Mining & Mineral products companies,Orissa Minerals,https://www.screener.in/company/ORISSAMINE
2029,Mining & Mineral products companies,Ashapura Minech.,https://www.screener.in/company/ASHAPURMIN
2030,Mining & Mineral products companies,Dec.Gold Mines,https://www.screener.in/company/512068
2031,Mining & Mineral products companies,Vishnusurya,https://www.screener.in/company/VISHNUINFR
2032,Mining & Mineral products companies,20 Microns,https://www.screener.in/company/20MICRONS
2033,Mining & Mineral products companies,South West Pinn.,https://www.screener.in/company/SOUTHWEST
2034,Mining & Mineral products companies,Shyam Century,https://www.screener.in/company/SHYAMCENT
2035,Mining & Mineral products companies,Sarthak Metals,https://www.screener.in/company/SMLT
2036,Mining & Mineral products companies,Bhagyanagar Ind,https://www.screener.in/company/BHAGYANGR
2037,Mining & Mineral products companies,Rajnandini Metal,https://www.screener.in/company/RAJMET
2038,Mining & Mineral products companies,Visa Steel,https://www.screener.in/company/VISASTEEL
2039,Mining & Mineral products companies,Asi Industries,https://www.screener.in/company/502015
2040,Mining & Mineral products companies,Indsil Hydro,https://www.screener.in/company/522165
2041,Mining & Mineral products companies,Facor Alloys,https://www.screener.in/company/532656
2042,Mining & Mineral products companies,Nagpur Power,https://www.screener.in/company/532362
2043,Mining & Mineral products companies,Elegant Marbles,https://www.screener.in/company/526705
2044,Mining & Mineral products companies,Shilp Gravures,https://www.screener.in/company/513709
2045,Mining & Mineral products companies,Madhav Copper,https://www.screener.in/company/MCL
2046,Mining & Mineral products companies,VBC Ferro Alloys,https://www.screener.in/company/513005
2047,Mining & Mineral products companies,MSR India,https://www.screener.in/company/508922
2048,Mining & Mineral products companies,South. Magnesium,https://www.screener.in/company/513498
2049,Mining & Mineral products companies,Baroda Extrusion,https://www.screener.in/company/513502
2050,Mining & Mineral products companies,Impex Ferro Tech,https://www.screener.in/company/IMPEXFERRO
2051,Mining & Mineral products companies,Kachchh Minerals,https://www.screener.in/company/531778
2052,Mining & Mineral products companies,Shiva Granito,https://www.screener.in/company/540072
2053,Mining & Mineral products companies,Monind,https://www.screener.in/company/532078
2054,Mining & Mineral products companies,MFS Intercorp,https://www.screener.in/company/513721
2055,Mining & Mineral products companies,Starlit Power,https://www.screener.in/company/538733
2056,Mining & Mineral products companies,Foundry Fuel,https://www.screener.in/company/513579
2057,Mining & Mineral products companies,Pagaria Energy,https://www.screener.in/company/531396
2058,Miscellaneous companies,BSE,https://www.screener.in/company/BSE
2059,Miscellaneous companies,C D S L,https://www.screener.in/company/CDSL
2060,Miscellaneous companies,Century Plyboard,https://www.screener.in/company/CENTURYPLY
2061,Miscellaneous companies,Multi Comm. Exc.,https://www.screener.in/company/MCX
2062,Miscellaneous companies,Indian Energy Ex,https://www.screener.in/company/IEX
2063,Miscellaneous companies,NBCC,https://www.screener.in/company/NBCC
2064,Miscellaneous companies,Sheela Foam,https://www.screener.in/company/SFL
2065,Miscellaneous companies,Cams Services,https://www.screener.in/company/CAMS
2066,Miscellaneous companies,Godrej Agrovet,https://www.screener.in/company/GODREJAGRO
2067,Miscellaneous companies,RattanIndia Ent,https://www.screener.in/company/RTNINDIA
2068,Miscellaneous companies,SPARC,https://www.screener.in/company/SPARC
2069,Miscellaneous companies,KFin Technolog.,https://www.screener.in/company/KFINTECH
2070,Miscellaneous companies,Greenlam Industr,https://www.screener.in/company/GREENLAM
2071,Miscellaneous companies,SIS,https://www.screener.in/company/SIS
2072,Miscellaneous companies,Thomas Cook (I),https://www.screener.in/company/THOMASCOOK
2073,Miscellaneous companies,NESCO,https://www.screener.in/company/NESCO
2074,Miscellaneous companies,CMS Info Systems,https://www.screener.in/company/CMSINFO
2075,Miscellaneous companies,Avanti Feeds,https://www.screener.in/company/AVANTIFEED
2076,Miscellaneous companies,Team Lease Serv.,https://www.screener.in/company/TEAMLEASE
2077,Miscellaneous companies,Greenpanel Inds.,https://www.screener.in/company/GREENPANEL
2078,Miscellaneous companies,Delta Corp,https://www.screener.in/company/DELTACORP
2079,Miscellaneous companies,Sanghvi Movers,https://www.screener.in/company/SANGHVIMOV
2080,Miscellaneous companies,Kaveri Seed Co.,https://www.screener.in/company/KSCL
2081,Miscellaneous companies,Gensol Engineer.,https://www.screener.in/company/GENSOL
2082,Miscellaneous companies,Greenply Industr,https://www.screener.in/company/GREENPLY
2083,Miscellaneous companies,Stylam Industrie,https://www.screener.in/company/STYLAMIND
2084,Miscellaneous companies,Dreamfolks Servi,https://www.screener.in/company/DREAMFOLKS
2085,Miscellaneous companies,Bombay Super Hyb,https://www.screener.in/company/BSHSL
2086,Miscellaneous companies,Tarsons Products,https://www.screener.in/company/TARSONS
2087,Miscellaneous companies,Venky's (India),https://www.screener.in/company/VENKEYS
2088,Miscellaneous companies,Confidence Petro,https://www.screener.in/company/CONFIPET
2089,Miscellaneous companies,Updater Services,https://www.screener.in/company/UDS
2090,Miscellaneous companies,IRM Energy,https://www.screener.in/company/IRMENERGY
2091,Miscellaneous companies,Dredging Corpn.,https://www.screener.in/company/DREDGECORP
2092,Miscellaneous companies,Praveg,https://www.screener.in/company/531637
2093,Miscellaneous companies,Cupid,https://www.screener.in/company/CUPID
2094,Miscellaneous companies,Pokarna,https://www.screener.in/company/POKARNA
2095,Miscellaneous companies,Antony Waste han,https://www.screener.in/company/AWHCL
2096,Miscellaneous companies,Gulshan Polyols,https://www.screener.in/company/GULPOLY
2097,Miscellaneous companies,Allcargo Termi,https://www.screener.in/company/ATL
2098,Miscellaneous companies,Matrimony.com,https://www.screener.in/company/MATRIMONY
2099,Miscellaneous companies,Oriental Rail,https://www.screener.in/company/531859
2100,Miscellaneous companies,EKI Energy,https://www.screener.in/company/543284
2101,Miscellaneous companies,Rushil Decor,https://www.screener.in/company/RUSHIL
2102,Miscellaneous companies,Radiant Cash,https://www.screener.in/company/RADIANTCMS
2103,Miscellaneous companies,Vimta Labs,https://www.screener.in/company/VIMTALABS
2104,Miscellaneous companies,Kotyark Indust.,https://www.screener.in/company/KOTYARK
2105,Miscellaneous companies,Ravindra Energy,https://www.screener.in/company/504341
2106,Miscellaneous companies,Sukhjit Starch,https://www.screener.in/company/SUKHJITS
2107,Miscellaneous companies,Global Surfaces,https://www.screener.in/company/GSLSU
2108,Miscellaneous companies,Eco Recyc.,https://www.screener.in/company/530643
2109,Miscellaneous companies,Max India Ltd,https://www.screener.in/company/MAXIND
2110,Miscellaneous companies,Jaykay Enter.,https://www.screener.in/company/500306
2111,Miscellaneous companies,Apex Frozen Food,https://www.screener.in/company/APEX
2112,Miscellaneous companies,PTL Enterprises,https://www.screener.in/company/PTL
2113,Miscellaneous companies,KSE,https://www.screener.in/company/519421
2114,Miscellaneous companies,Prozone Realty,https://www.screener.in/company/PROZONER
2115,Miscellaneous companies,Universus Photo,https://www.screener.in/company/UNIVPHOTO
2116,Miscellaneous companies,Exhicon Events,https://www.screener.in/company/543895
2117,Miscellaneous companies,Shreeoswal Seeds,https://www.screener.in/company/OSWALSEEDS
2118,Miscellaneous companies,DU Digital,https://www.screener.in/company/DUGLOBAL
2119,Miscellaneous companies,Kings Infra,https://www.screener.in/company/530215
2120,Miscellaneous companies,Crayons Advertis,https://www.screener.in/company/CRAYONS
2121,Miscellaneous companies,Nath Bio-Genes,https://www.screener.in/company/NATHBIOGEN
2122,Miscellaneous companies,Intl. Travel Hse,https://www.screener.in/company/500213
2123,Miscellaneous companies,Rudrabhish. Ent.,https://www.screener.in/company/REPL
2124,Miscellaneous companies,Coastal Corporat,https://www.screener.in/company/COASTCORP
2125,Miscellaneous companies,Take Solutions,https://www.screener.in/company/TAKE
2126,Miscellaneous companies,Toyam Sports,https://www.screener.in/company/538607
2127,Miscellaneous companies,Waterbase,https://www.screener.in/company/WATERBASE
2128,Miscellaneous companies,Upsurge Seeds,https://www.screener.in/company/USASEEDS
2129,Miscellaneous companies,P.E. Analytics,https://www.screener.in/company/PROPEQUITY
2130,Miscellaneous companies,Mercantile Vent.,https://www.screener.in/company/538942
2131,Miscellaneous companies,Kapston Services,https://www.screener.in/company/KAPSTON
2132,Miscellaneous companies,Ruchi Infrastr.,https://www.screener.in/company/RUCHINFRA
2133,Miscellaneous companies,MANGALAM SEEDS,https://www.screener.in/company/539275
2134,Miscellaneous companies,Silicon Rental,https://www.screener.in/company/543615
2135,Miscellaneous companies,Aarvi Encon,https://www.screener.in/company/AARVI
2136,Miscellaneous companies,Lloyds Luxuries,https://www.screener.in/company/LLOYDS
2137,Miscellaneous companies,Suvidhaa Info.,https://www.screener.in/company/SUVIDHAA
2138,Miscellaneous companies,Infollion Resea.,https://www.screener.in/company/INFOLLION
2139,Miscellaneous companies,Modi Rubber,https://www.screener.in/company/MODIRUBBER
2140,Miscellaneous companies,Indiabulls Enter,https://www.screener.in/company/IEL
2141,Miscellaneous companies,Total Transport,https://www.screener.in/company/TOTAL
2142,Miscellaneous companies,E Factor Experie,https://www.screener.in/company/EFACTOR
2143,Miscellaneous companies,Shraddha Prime,https://www.screener.in/company/531771
2144,Miscellaneous companies,Techknowgreen,https://www.screener.in/company/543991
2145,Miscellaneous companies,Archidply Inds.,https://www.screener.in/company/ARCHIDPLY
2146,Miscellaneous companies,Airo Lam,https://www.screener.in/company/AIROLAM
2147,Miscellaneous companies,Radix Industries,https://www.screener.in/company/531412
2148,Miscellaneous companies,JK Agri Genetics,https://www.screener.in/company/536493
2149,Miscellaneous companies,Organic Recyclin,https://www.screener.in/company/543997
2150,Miscellaneous companies,Nirman Agri,https://www.screener.in/company/NIRMAN
2151,Miscellaneous companies,Intrasoft Tech.,https://www.screener.in/company/ISFT
2152,Miscellaneous companies,Transteel Seatin,https://www.screener.in/company/TRANSTEEL
2153,Miscellaneous companies,Dynamic Services,https://www.screener.in/company/DYNAMIC
2154,Miscellaneous companies,Urban Enviro,https://www.screener.in/company/URBAN
2155,Miscellaneous companies,Party Cruisers,https://www.screener.in/company/PARTYCRUS
2156,Miscellaneous companies,Likhami Consult.,https://www.screener.in/company/539927
2157,Miscellaneous companies,Integrated Perso,https://www.screener.in/company/IPSL
2158,Miscellaneous companies,Anlon Tech,https://www.screener.in/company/ANLON
2159,Miscellaneous companies,Duroply Indust.,https://www.screener.in/company/516003
2160,Miscellaneous companies,Maruti Interior,https://www.screener.in/company/543464
2161,Miscellaneous companies,Pacific Inds,https://www.screener.in/company/523483
2162,Miscellaneous companies,W I Plywoods,https://www.screener.in/company/WIPL
2163,Miscellaneous companies,Sharat Industrie,https://www.screener.in/company/519397
2164,Miscellaneous companies,Parin Furniture,https://www.screener.in/company/PARIN
2165,Miscellaneous companies,Shree OSFM,https://www.screener.in/company/SHREEOSFM
2166,Miscellaneous companies,Mitcon Consult.,https://www.screener.in/company/MITCON
2167,Miscellaneous companies,G-Tec Janix,https://www.screener.in/company/GTECJAINX
2168,Miscellaneous companies,Orissa Bengal,https://www.screener.in/company/OBCL
2169,Miscellaneous companies,Crown Lifters,https://www.screener.in/company/CROWN
2170,Miscellaneous companies,Prithvi Exchange,https://www.screener.in/company/531688
2171,Miscellaneous companies,Agri-Tech India,https://www.screener.in/company/AGRITECH
2172,Miscellaneous companies,Banka Bioloo,https://www.screener.in/company/BANKA
2173,Miscellaneous companies,Sayaji Industr,https://www.screener.in/company/540728
2174,Miscellaneous companies,S & T Corporatio,https://www.screener.in/company/514197
2175,Miscellaneous companies,TCI Industries,https://www.screener.in/company/532262
2176,Miscellaneous companies,United Van Der,https://www.screener.in/company/522091
2177,Miscellaneous companies,Madhuveer Com,https://www.screener.in/company/531910
2178,Miscellaneous companies,Kesar Terminals,https://www.screener.in/company/533289
2179,Miscellaneous companies,Tirupati Starch,https://www.screener.in/company/524582
2180,Miscellaneous companies,Zeal Aqua,https://www.screener.in/company/539963
2181,Miscellaneous companies,Pentagon Rubber,https://www.screener.in/company/PENTAGON
2182,Miscellaneous companies,Dhruv Consultanc,https://www.screener.in/company/DHRUV
2183,Miscellaneous companies,Sri Havisha,https://www.screener.in/company/HAVISHA
2184,Miscellaneous companies,Innokaiz India,https://www.screener.in/company/543905
2185,Miscellaneous companies,Ekansh Concept,https://www.screener.in/company/531364
2186,Miscellaneous companies,SecUR Credential,https://www.screener.in/company/SECURCRED
2187,Miscellaneous companies,Dynavision,https://www.screener.in/company/517238
2188,Miscellaneous companies,Aro Granite Inds,https://www.screener.in/company/AROGRANITE
2189,Miscellaneous companies,Gayatri BioOrga.,https://www.screener.in/company/524564
2190,Miscellaneous companies,Divyashakti,https://www.screener.in/company/526315
2191,Miscellaneous companies,Universal Starch,https://www.screener.in/company/524408
2192,Miscellaneous companies,Simran Farms,https://www.screener.in/company/519566
2193,Miscellaneous companies,Siddhika Coatins,https://www.screener.in/company/SIDDHIKA
2194,Miscellaneous companies,Service Care Ltd,https://www.screener.in/company/SERVICE
2195,Miscellaneous companies,ANI Integrated,https://www.screener.in/company/AISL
2196,Miscellaneous companies,MPIL Corporation,https://www.screener.in/company/500450
2197,Miscellaneous companies,Walchand People,https://www.screener.in/company/501370
2198,Miscellaneous companies,Alfavision Overs,https://www.screener.in/company/531156
2199,Miscellaneous companies,Vivanta Indust.,https://www.screener.in/company/541735
2200,Miscellaneous companies,Sunil Healthcare,https://www.screener.in/company/537253
2201,Miscellaneous companies,Ajooni Biotech,https://www.screener.in/company/AJOONI
2202,Miscellaneous companies,Madhav Marbles,https://www.screener.in/company/MADHAV
2203,Miscellaneous companies,M E T S,https://www.screener.in/company/538401
2204,Miscellaneous companies,Milton Industri.,https://www.screener.in/company/MILTON
2205,Miscellaneous companies,Omfurn India,https://www.screener.in/company/OMFURN
2206,Miscellaneous companies,Archidply Decor,https://www.screener.in/company/ADL
2207,Miscellaneous companies,Binani Industrie,https://www.screener.in/company/BINANIIND
2208,Non Ferrous Metals companies,Hindalco Inds.,https://www.screener.in/company/HINDALCO
2209,Non Ferrous Metals companies,Hindustan Zinc,https://www.screener.in/company/HINDZINC
2210,Non Ferrous Metals companies,Hindustan Copper,https://www.screener.in/company/HINDCOPPER
2211,Non Ferrous Metals companies,Natl. Aluminium,https://www.screener.in/company/NATIONALUM
2212,Non Ferrous Metals companies,Gravita India,https://www.screener.in/company/GRAVITA
2213,Non Ferrous Metals companies,Tinplate Co.,https://www.screener.in/company/TINPLATE
2214,Non Ferrous Metals companies,Prec. Wires (I),https://www.screener.in/company/PRECWIRE
2215,Non Ferrous Metals companies,Ram Ratna Wires,https://www.screener.in/company/RAMRAT
2216,Non Ferrous Metals companies,Arfin India,https://www.screener.in/company/539151
2217,Non Ferrous Metals companies,Maan Aluminium,https://www.screener.in/company/MAANALU
2218,Non Ferrous Metals companies,Pondy Oxides,https://www.screener.in/company/POCL
2219,Non Ferrous Metals companies,MMP Industries,https://www.screener.in/company/MMP
2220,Non Ferrous Metals companies,Euro Panel,https://www.screener.in/company/EUROBOND
2221,Non Ferrous Metals companies,Shera Energy,https://www.screener.in/company/SHERA
2222,Non Ferrous Metals companies,NILE,https://www.screener.in/company/530129
2223,Non Ferrous Metals companies,Sprayking Agro.,https://www.screener.in/company/540079
2224,Non Ferrous Metals companies,PG Foils,https://www.screener.in/company/526747
2225,Non Ferrous Metals companies,Baheti Recycling,https://www.screener.in/company/BAHETI
2226,Non Ferrous Metals companies,Manaksia Alumi.,https://www.screener.in/company/MANAKALUCO
2227,Non Ferrous Metals companies,Century Extrus.,https://www.screener.in/company/CENTEXT
2228,Non Ferrous Metals companies,Siyaram,https://www.screener.in/company/544047
2229,Non Ferrous Metals companies,POCL Enterprises,https://www.screener.in/company/539195
2230,Non Ferrous Metals companies,Shalimar Wires,https://www.screener.in/company/532455
2231,Non Ferrous Metals companies,Cubex Tubings,https://www.screener.in/company/CUBEXTUB
2232,Non Ferrous Metals companies,Sacheta Metals,https://www.screener.in/company/531869
2233,Non Ferrous Metals companies,Sagardeep Alloys,https://www.screener.in/company/SAGARDEEP
2234,Non Ferrous Metals companies,Poojawes. Metal.,https://www.screener.in/company/540727
2235,Non Ferrous Metals companies,Amco India,https://www.screener.in/company/530133
2236,Non Ferrous Metals companies,N D Metal Inds.,https://www.screener.in/company/512024
2237,Non Ferrous Metals companies,Bothra Metals,https://www.screener.in/company/535279
2238,Non Ferrous Metals companies,Nirav Commercial,https://www.screener.in/company/512425
2239,Non Ferrous Metals companies,Synthiko Foils,https://www.screener.in/company/513307
2240,Non Ferrous Metals companies,Sudal Industries,https://www.screener.in/company/506003
2241,Non Ferrous Metals companies,Maitri Enterp.,https://www.screener.in/company/513430
2242,Non Ferrous Metals companies,RCI Industries,https://www.screener.in/company/537254
2243,Non Ferrous Metals companies,Sturdy Industrie,https://www.screener.in/company/530611
2244,Oil Drill/Allied companies,Jindal Drilling,https://www.screener.in/company/JINDRILL
2245,Oil Drill/Allied companies,Dolphin Offshore,https://www.screener.in/company/DOLPHIN
2246,Oil Drill/Allied companies,Alphageo (India),https://www.screener.in/company/ALPHAGEO
2247,Oil Drill/Allied companies,Aakash Explor.,https://www.screener.in/company/AAKASH
2248,Oil Drill/Allied companies,Duke Offshore,https://www.screener.in/company/531471
2249,Packaging companies,Inox India,https://www.screener.in/company/INOXINDIA
2250,Packaging companies,EPL Ltd,https://www.screener.in/company/EPL
2251,Packaging companies,AGI Greenpac,https://www.screener.in/company/AGI
2252,Packaging companies,Uflex,https://www.screener.in/company/UFLEX
2253,Packaging companies,Polyplex Corpn,https://www.screener.in/company/POLYPLEX
2254,Packaging companies,Garware Hi Tech,https://www.screener.in/company/GRWRHITECH
2255,Packaging companies,Jindal Poly Film,https://www.screener.in/company/JINDALPOLY
2256,Packaging companies,Huhtamaki India,https://www.screener.in/company/HUHTAMAKI
2257,Packaging companies,TCPL Packaging,https://www.screener.in/company/TCPLPACK
2258,Packaging companies,Cosmo First,https://www.screener.in/company/COSMOFIRST
2259,Packaging companies,Everest Kanto,https://www.screener.in/company/EKC
2260,Packaging companies,Ester Industries,https://www.screener.in/company/ESTER
2261,Packaging companies,Pyramid Technopl,https://www.screener.in/company/PYRAMID
2262,Packaging companies,Sh. Jagdamba Pol,https://www.screener.in/company/512453
2263,Packaging companies,Nahar Poly,https://www.screener.in/company/NAHARPOLY
2264,Packaging companies,Cropster Agro,https://www.screener.in/company/523105
2265,Packaging companies,Oricon Enterpris,https://www.screener.in/company/ORICONENT
2266,Packaging companies,Shree Tirupati,https://www.screener.in/company/TIRUPATI
2267,Packaging companies,Hitech Corp.,https://www.screener.in/company/HITECHCORP
2268,Packaging companies,TPL Plastech,https://www.screener.in/company/TPLPLASTEH
2269,Packaging companies,Sh. Rama Multi.,https://www.screener.in/company/SHREERAMA
2270,Packaging companies,Sah Polymers,https://www.screener.in/company/SAH
2271,Packaging companies,Commerl. Synbags,https://www.screener.in/company/539986
2272,Packaging companies,Kanpur Plastipa.,https://www.screener.in/company/KANPRPLA
2273,Packaging companies,Rajshree Polypac,https://www.screener.in/company/RPPL
2274,Packaging companies,HCP Plastene,https://www.screener.in/company/526717
2275,Packaging companies,RDB Rasayans,https://www.screener.in/company/533608
2276,Packaging companies,Kaira Can,https://www.screener.in/company/504840
2277,Packaging companies,Srivasavi Adhes.,https://www.screener.in/company/SRIVASAVI
2278,Packaging companies,Hind.Tin Works,https://www.screener.in/company/530315
2279,Packaging companies,Bilcare,https://www.screener.in/company/526853
2280,Packaging companies,Emmbi Industries,https://www.screener.in/company/EMMBI
2281,Packaging companies,Worth Peripheral,https://www.screener.in/company/WORTH
2282,Packaging companies,Hind.Adhesive,https://www.screener.in/company/514428
2283,Packaging companies,AMD Industries,https://www.screener.in/company/AMDIND
2284,Packaging companies,Flexituff Vent.,https://www.screener.in/company/FLEXITUFF
2285,Packaging companies,Mauria Udyog,https://www.screener.in/company/539219
2286,Packaging companies,Press. Senstive,https://www.screener.in/company/526773
2287,Packaging companies,B & A Packaging,https://www.screener.in/company/523186
2288,Packaging companies,Ecoplast,https://www.screener.in/company/526703
2289,Packaging companies,Shetron,https://www.screener.in/company/526137
2290,Packaging companies,Guj. Containers,https://www.screener.in/company/513507
2291,Packaging companies,Orient Press,https://www.screener.in/company/ORIENTLTD
2292,Packaging companies,Rajeshwari Cans,https://www.screener.in/company/543285
2293,Packaging companies,Superior Indus.,https://www.screener.in/company/519234
2294,Packaging companies,Guj. Craft Inds,https://www.screener.in/company/526965
2295,Packaging companies,Perfectpac,https://www.screener.in/company/526435
2296,Packaging companies,Uma Converter,https://www.screener.in/company/UMA
2297,Packaging companies,D.K. Enterprises,https://www.screener.in/company/DKEGL
2298,Packaging companies,Sonal Adhesives,https://www.screener.in/company/526901
2299,Packaging companies,Polyspin Exports,https://www.screener.in/company/539354
2300,Packaging companies,Duropack,https://www.screener.in/company/526355
2301,Packaging companies,Texel Industries,https://www.screener.in/company/526638
2302,Packaging companies,Raaj Medisafe,https://www.screener.in/company/524502
2303,Packaging companies,Mega Flex Plast.,https://www.screener.in/company/MEGAFLEX
2304,Packaging companies,Rollatainers,https://www.screener.in/company/ROLLT
2305,Packaging companies,Guj. Raffia Inds,https://www.screener.in/company/GUJRAFFIA
2306,Packaging companies,Sabar Flex India,https://www.screener.in/company/SABAR
2307,Packaging companies,Expo Gas Contain,https://www.screener.in/company/526614
2308,Packaging companies,Rishi Techtex,https://www.screener.in/company/523021
2309,Packaging companies,Jumbo Bag,https://www.screener.in/company/516078
2310,Packaging companies,Kahan Packaging,https://www.screener.in/company/543979
2311,Packaging companies,Salguti Industri,https://www.screener.in/company/526554
2312,Packaging companies,Venlon Enterpris,https://www.screener.in/company/524038
2313,Packaging companies,Antarctica,https://www.screener.in/company/ANTGRAPHIC
